 ,,,,,,,,,,,,,
,,,,,,Return to contents,,,,,,,
Method of delivery,,,,,,,,,,,,,
"Percentages are derived from the total excluding unknown; except for the proportion of unknowns, which are derived from the overall total.",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 3.a: Method of delivery by person conducting delivery,,,,,,,,,,,,,
"NHS Hospitals, England, 2024-25",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Person conducting delivery,,,,,,,,,,,
Method of delivery,Total deliveries,Unknown,Total excl.  unknown,Hospital Doctor,GP Other,Midwife,,,,,,,
Spontaneous vertex delivery,229939,36079,193860,898,511,1214,7513,36422,77281,55499,13284,1175,63
Spontaneous other delivery,1369,155,1214,5,5,5,46,195,467,373,106,12,0
Other Breech delivery,1266,302,964,319,62,67,128,177,143,57,11,0,0
Instrumental,57426,9328,48098,28,40,195,1736,9109,20084,13713,2955,223,15
Low forceps cephalic delivery,17741,2598,15143,11,22,78,509,2697,6279,4473,995,73,6
Other forceps delivery,17424,3185,14239,4,9,59,398,2212,5904,4477,1088,85,3
Ventouse (Vacuum) delivery,22175,3527,18648,2,1,54,814,4184,7891,4759,872,65,6
Breech Extraction delivery,86,18,68,11,8,4,15,16,10,4,0,0,0
Caesarean,238052,40452,197600,940,1876,3950,11508,34094,68855,55889,17600,2620,268
Elective Caesarean delivery,105635,18054,87581,81,247,866,3720,13763,31894,26746,8702,1395,167
Other/Emergency Caesarean delivery,132417,22398,110019,859,1629,3084,7788,20331,36961,29143,8898,1225,101
Other,36,19,17,0,1,0,0,1,5,6,4,0,0
Unknown,14147,1370,12777,499,134,206,540,2181,4666,3534,908,101,8
Source: NHS England,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Birth weight ,,,,,,,,,,,
Method of delivery,Total  deliveries,Unknown,Total excl.  unknown,999g and under,1000g to 1499g,1500g to 1999g,2000g to 2499g,2500g to 2999g,3000g to 3499g,3500g to 3999g,4000g to 4499g,4500g to 4999g,5000g and over
Total,542235,0.1617472129242856,454530,0.005916001144038898,0.0057839966558863,0.012401821661936506,0.047237806085406904,0.18079994719820475,0.37731502871097616,0.2839658548390645,0.07671220821507932,0.009088509009306316,0.0007788264801003234
Spontaneous,232574,0.1570940861833223,196038,0.006233485344678073,0.002948407961721707,0.006559952662238954,0.03921178547016395,0.18768810128648528,0.3973260286271029,0.28529672818535184,0.06835919566614636,0.006054948530386966,0.0003213662657239923
Spontaneous vertex delivery,229939,0.15690683181191534,193860,0.004632208810481791,0.0026359228309089035,0.006262251109047766,0.0387547714845765,0.18787784999484164,0.3986433508717631,0.2862839162282059,0.06852367688022284,0.006061075002579181,0.00032497678737233057
